Code Smell,Project,Package,Class,Method,Method,Class,NOAM_type,NOP_method,MaMCL_method,MeMCL_method,CLNAMM_method,num_not_final_not_static_attributes,number_private_visibility_attributes
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,ProductionTabsWidget,Draw(),cancelTrackedBindableUpdate(),BeatmapDifficultyCache,0,0,3,2.2,0,11,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,RadarWidget,Removed(),fetchRecommendedValues(),DifficultyRecommender,0,0,2,2,1,23,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,RadarWidget,"SetPlayer(Player player, bool forceUpdate = false)","GetPlayableBeatmap(RulesetInfo ruleset, IReadOnlyList<Mod> mods =null, TimeSpan? timeout = null)",WorkingBeatmap,0,2,3,3,1,23,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,ScrollPanelWidget,"BindingSet(IObservableCollection col, object oldItem, object newItem)",GetVirtualTrack(double emptyLength = 0),WorkingBeatmap,0,3,2,2,1,34,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,ScrollPanelWidget,ScrollToTop(bool smooth = false),"binarySearch(IReadOnlyList<T> list, double time)",ControlPointInfo,0,1,2,2,1,34,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,ScrollPanelWidget,UpdateSmoothScrolling(),groupItemRemoved(ControlPoint controlPoint),ControlPointInfo,0,0,2,2,1,34,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,SpriteWidget,Draw(),updateCover(),UpdateableBeatmapSetCover,0,0,4,3,0,9,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,StanceSelectorLogic,SetSelectionStance(UnitStance stance),handleDifficulty(string line),LegacyBeatmapDecoder,0,1,2,2,0,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,SupportPowerTimerWidget,Tick(),"ParseLine(Beatmap beatmap, Section section, string line)",LegacyBeatmapDecoder,0,0,4,2375,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,WidgetUtils,BindButtonIcon(ButtonWidget button),getObjectType(HitObject hitObject),LegacyBeatmapEncoder,0,1,2,2,1,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,WidgetUtils,"TruncateLabelToTooltip(LabelWithTooltipWidget label, string text)",handleColours(TextWriter writer),LegacyBeatmapEncoder,0,2,0,0,1,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,WorldInteractionControllerWidget,"ApplyOrders(World world, MouseInput mi)","HandleColours(TModel output, string line)",LegacyDecoder,0,2,3,2.3636363636363638,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets,WorldLabelWithTooltipWidget,MouseEntered(),"ParseStreamInto(LineBufferedReader stream, T output)",LegacyDecoder,0,0,3,3,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,AssetBrowserLogic,FilterAsset(string filename),"ParseLine(Storyboard storyboard, Section section, string line)",LegacyStoryboardDecoder,0,1,2,2,0,16,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,AssetBrowserLogic,"ShowPaletteDropdown(DropDownButtonWidget dropdown, World world)",filterChanged(ValueChangedEvent<CollectionFilterMenuItem> filter),CollectionFilterDropdown,0,2,3,2.2,0,16,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,GameSaveBrowserLogic,Save(World world),importCollections(List<BeatmapCollection> newCollections),CollectionManager,0,1,2,2,0,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,IngameMenuLogic,CreateSaveMapButton(),ImportFromStableAsync(),CollectionManager,0,0,3,2.6,1,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,IngameMenuLogic,CreateSurrenderButton(),load(OsuColour colours),ManageCollectionsDialog,0,0,2,2,2,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,IngameMenuLogic,OnQuit(),"Import(ImportTask task, CancellationToken cancellationToken = default)",ArchiveModelManager,0,0,3,2.1666666666666665,0,3,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,InstallFromDiscLogic,"ShowList(string title, string message, Dictionary<string, IEnumerable<string>> groups)",updateTimeWithReschedule(),DrawableDate,0,3,3,2.142857142857143,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,InstallFromDiscLogic,"ShowList(string title, string message, IEnumerable<string> items)",ForRank(ScoreRank rank),OsuColour,0,3,2,2,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,LobbyLogic,UpdateCurrentMap(),"BlurTo(Vector2 newBlurSigma, double duration = 0, Easing easing = Easing.None)",Background,0,0,4,2.2666666666666666,1,9,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,LobbyUtils,LatencyColor(Session.ClientPing ping),LoadNextBackground(),SeasonalBackgroundLoader,0,1,0,0,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,LobbyUtils,"SetupChatLine(ContainerWidget template, DateTime time, string name, Color nameColor, string text, Color textColor)",Update(),BeatSyncedContainer,0,6,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,LobbyUtils,"SetupEditableReadyWidget(Widget parent, Session.Slot s, Session.Client c, OrderManager orderManager, MapPreview map)","StartTracking(OsuLogo logo, double duration = 0, Easing easing = Easing.None)",LogoTrackingContainer,0,5,2,2,0,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,MainMenuLogic,DisplayNews(IEnumerable<NewsItem> newsItems),load(),OsuClickableContainer,0,1,3,2.3333333333333335,1,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,MainMenuLogic,LoadMapIntoEditor(string uid),UpdateState(ValueChangedEvent<Visibility> state),OsuFocusedOverlayContainer,0,1,2,2,1,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,MainMenuLogic,ParseNews(string path),UpdateAfterChildren(),SectionsContainer,0,1,3,2.142857142857143,1,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,MapChooserLogic,"DeleteOneMap(string map, Action<string> after)",load(OsuConfigManager config),UserDimContainer,0,2,2,2,1,8,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,MissionBrowserLogic,UnMuteSounds(),OnMouseUp(MouseUpEvent e),MenuCursor,0,0,0,0,0,7,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,MusicPlayerLogic,BuildMusicTable(),updateState(ValueChangedEvent<DownloadState> state),DownloadButton,0,0,2,2,2,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,ObserverStatsLogic,BasicStats(Player player),OnClick(ClickEvent e),LoadingButton,0,1,3,2.12,5,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,ObserverStatsLogic,"SetupPlayerScrollItemWidget(ScrollItemWidget template, Player player)",load(OsuColour colours),Nub,0,2,3,2.25,0,1,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,ReplayBrowserLogic,SelectReplay(ReplayMetadata replay),playSample(T value),OsuSliderBar,0,1,4,2.1666666666666665,2,4,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,ReplayUtils,"PromptConfirmReplayCompatibility(ReplayMetadata replayMeta, Action onCancel = null)",updateTooltipText(T value),OsuSliderBar,0,2,3,2.5,5,0,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,ServerCreationLogic,CreateAndJoin(),CreateContent(),ShowMoreButton,0,0,4,2.230769230769231,0,2,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,SettingsLogic,"ShowLanguageDropdown(DropDownButtonWidget dropdown, IEnumerable<string> languages)",load(),DirectorySelector,0,2,2,2,0,11,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic,SettingsLogic,"ShowMouseControlDropdown(DropDownButtonWidget dropdown, GameSettings s)",updateDisplay(ValueChangedEvent<DirectoryInfo>dir),DirectorySelector,0,2,2,2,0,11,0
Long Method,OpenRA.Mods.Common,OpenRA.Mods.Common.Widgets.Logic.Ingame,RemoveFromControlGroupHotkeyLogic,OnHotkeyActivated(KeyInput e),GetEntriesForPath(DirectoryInfo path),FileSelector,0,1,3,2.3333333333333335,0,0,0
Long Method,OpenRA.Mods.D2k,OpenRA.Mods.D2k.Traits,D2kResourceRenderer,"FindClearSides(ResourceType t, CPos p)",updateConfineMode(),ConfineMouseTracker,0,2,0,0,8,0,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,FrameBuffer,DisableScissor(),Handle(UIEvent e),IdleTracker,0,0,2,2,0,5,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,FrameBuffer,Dispose(),"AttemptOperation(Action action, int attempts = 10)",MigratableStorage,0,0,2,2,1,5,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,FrameBuffer,Dispose(bool disposing),Write(byte[] b),SerializationWriter,0,1,2,2,0,5,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,OpenAlSoundEngine,"SetSoundVolume(float volume, ISound music, ISound video)",Write(List<T> c),SerializationWriter,0,3,3,2.3333333333333335,0,3,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,OpenAlSoundEngine,TryGetSourceFromPool(out uint source),WriteByteArray(byte[] b),SerializationWriter,0,1,2,2,0,3,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,OpenGL,CheckGLError(),"WriteJson(JsonWriter writer, IReadOnlyList<T> value, JsonSerializer serializer)",TypedListConverter,0,0,2,2,1,0,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,OpenGL,"DebugMessageHandler(int source, int type, uint id, int severity, int length, StringBuilder message, IntPtr userparam)",load(),DownloadTrackingComposite,0,7,2,2,3,0,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,Sdl2GraphicsContext,"EnableScissor(int x, int y, int width, int height)",onlineStateChanged(ValueChangedEvent<APIState> state),OnlineViewContainer,0,4,2,2,0,2,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,Sdl2PlatformWindow,CanCreateGLWindow(GLProfile profile),"CreateAccount(string email, string username, string password)",APIAccess,0,1,2,2,1,6,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,Sdl2PlatformWindow,Dispose(),flushQueue(bool failOldRequests = true),APIAccess,0,0,2,2,0,6,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,TapHistory,LastTapCount(),handleRequest(APIRequest req),APIAccess,0,0,0,0,2,3,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,Texture,"SetData(byte[] colors, int width, int height)",handleWebException(WebException we),APIAccess,0,3,2,2,1,3,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,Texture,"SetData(IntPtr data, int width, int height)",run(),APIAccess,0,3,2,2,1,3,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,Texture,"SetData(uint[,] colors)",ToMod(Ruleset ruleset),APIMod,0,1,2,2,1,3,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,VertexBuffer,Dispose(),Perform(IAPIProvider api),APIRequest,0,0,2,2,1,2,0
Long Method,OpenRA.Platforms.Default,OpenRA.Platforms.Default,VertexBuffer,Dispose(bool disposing),"AuthenticateWithLogin(string username, string password)",OAuth,0,1,2,2,0,2,0
Long Method,OpenRA.WindowsLauncher,OpenRA.WindowsLauncher,WindowsLauncher,"GameProcessExited(object sender, EventArgs e)",ToBeatmap(RulesetStore rulesets),APIBeatmap,0,2,0,0,2,0,0
Long Method,OpenRA.WindowsLauncher,OpenRA.WindowsLauncher,WindowsLauncher,ShowErrorDialog(),initializeChannels(),ChannelManager,0,0,2,2,3,0,0
Long Method,osu.Desktop,osu.Desktop.Overlays,VersionManager,"load(OsuColour colours, TextureStore textures, OsuGameBase game)","joinChannel(Channel channel, bool fetchInitialMessages = false)",ChannelManager,0,3,3,2.25,0,0,0
Long Method,osu.Game,osu.Game,OsuGameBase,load(),"format(string toFormat, int startIndex = 0, int space = 3)",MessageFormatter,0,0,3,2.1481481481481484,5,20,7
Long Method,osu.Game,osu.Game,OsuGameBase,runMigrations(),GetLinkDetails(string url),MessageFormatter,0,0,3,2.2857142857142856,0,20,7
Long Method,osu.Game,osu.Game.Beatmaps,BeatmapDifficultyCache,cancelTrackedBindableUpdate(),LoadComplete(),NowPlayingCommand,0,0,2,2,0,1,5
Long Method,osu.Game,osu.Game.Beatmaps,DifficultyRecommender,fetchRecommendedValues(),replacePlaceholder(Placeholder placeholder),Leaderboard,0,0,3,2.25,0,1,3
Long Method,osu.Game,osu.Game.Beatmaps,WorkingBeatmap,"GetPlayableBeatmap(RulesetInfo ruleset, IReadOnlyList<Mod> mods = null, TimeSpan? timeout = null)",UpdateAfterChildren(),Leaderboard,0,3,4,2.2,2,3,8
Long Method,osu.Game,osu.Game.Beatmaps,WorkingBeatmap,GetVirtualTrack(double emptyLength = 0),UpdateScores(),Leaderboard,0,1,3,2.5,0,3,8
Long Method,osu.Game,osu.Game.Beatmaps.ControlPoints,ControlPointInfo,"binarySearch(IReadOnlyList<T> list, double time)","load(IAPIProvider api, OsuColour colour, ScoreManager scoreManager)",LeaderboardScore,0,2,0,0,0,0,5
Long Method,osu.Game,osu.Game.Beatmaps.ControlPoints,ControlPointInfo,groupItemRemoved(ControlPoint controlPoint),connect(),MultiplayerClient,0,1,2,2,0,0,5
Long Method,osu.Game,osu.Game.Beatmaps.Drawables,UpdateableBeatmapSetCover,updateCover(),disconnect(bool takeLock),MultiplayerClient,0,0,2,2,0,3,3
Long Method,osu.Game,osu.Game.Beatmaps.Formats,LegacyBeatmapDecoder,handleDifficulty(string line),JoinRoom(Room room),StatefulMultiplayerClient,0,1,2,2,0,6,8
Long Method,osu.Game,osu.Game.Beatmaps.Formats,LegacyBeatmapDecoder,"ParseLine(Beatmap beatmap, Section section, string line)",LeaveRoom(),StatefulMultiplayerClient,0,3,2,2,7,6,8
Long Method,osu.Game,osu.Game.Beatmaps.Formats,LegacyBeatmapEncoder,getObjectType(HitObject hitObject),"updateLocalRoomSettings(MultiplayerRoomSettings settings, CancellationToken cancellationToken = default)",StatefulMultiplayerClient,0,1,0,0,0,0,2
Long Method,osu.Game,osu.Game.Beatmaps.Formats,LegacyBeatmapEncoder,handleColours(TextWriter writer),CopyFrom(Room other),Room,0,1,2,2,0,0,2
Long Method,osu.Game,osu.Game.Beatmaps.Formats,LegacyDecoder,"HandleColours(TModel output, string line)",apiStateChanged(ValueChangedEvent<APIState> state),SpectatorStreamingClient,0,2,3,2.2857142857142856,1,0,0
Long Method,osu.Game,osu.Game.Beatmaps.Formats,LegacyDecoder,"ParseStreamInto(LineBufferedReader stream, T output)",onSearchFinished(List<BeatmapSetInfo> beatmaps),BeatmapListingOverlay,0,2,2,2,3,0,0
Long Method,osu.Game,osu.Game.Beatmaps.Formats,LegacyStoryboardDecoder,"ParseLine(Storyboard storyboard, Section section, string line)",OnPressed(GlobalAction action),ChangelogOverlay,0,3,2,2,3,3,4
Long Method,osu.Game,osu.Game.Collections,CollectionFilterDropdown,filterChanged(ValueChangedEvent<CollectionFilterMenuItem> filter),"ShowBuild([NotNull] string updateStream, [NotNull] string version)",ChangelogOverlay,0,1,2,2,0,0,3
Long Method,osu.Game,osu.Game.Collections,CollectionManager,importCollections(List<BeatmapCollection> newCollections),load(IAPIProvider api),DashboardOverlay,0,1,3,2.5,0,2,6
Long Method,osu.Game,osu.Game.Collections,CollectionManager,ImportFromStableAsync(),onTabChanged(ValueChangedEvent<DashboardOverlayTabs> tab),DashboardOverlay,0,0,2,2,0,2,6
Long Method,osu.Game,osu.Game.Collections,ManageCollectionsDialog,load(OsuColour colours),load(),HoldToConfirmOverlay,0,1,2,2,0,0,2
Long Method,osu.Game,osu.Game.Database,ArchiveModelManager,"Import(ArchiveReader archive, CancellationToken cancellationToken = default)",changeTrack(),MusicController,0,2,2,2,3,3,8
Long Method,osu.Game,osu.Game.Database,ArchiveModelManager,"Import(ImportTask task, CancellationToken cancellationToken = default)",onArticleChanged(ValueChangedEvent<string> e),NewsOverlay,0,2,2,2,3,3,8
Long Method,osu.Game,osu.Game.Database,ArchiveModelManager,Import(params ImportTask[] tasks),Post(Notification notification),NotificationOverlay,0,1,0,0,1,3,8
Long Method,osu.Game,osu.Game.Database,ArchiveModelManager,Import(params string[] paths),load(),NowPlayingOverlay,0,1,2,2,1,3,8
Long Method,osu.Game,osu.Game.Database,ArchiveModelManager,"Import(ProgressNotification notification, params ImportTask[] tasks)","trackChanged(WorkingBeatmap beatmap, TrackChangeDirection direction = TrackChangeDirection.None)",NowPlayingOverlay,0,2,3,2125,1,3,8
Long Method,osu.Game,osu.Game.Database,ArchiveModelManager,"Import(TModel item, ArchiveReader archive = null, CancellationToken cancellationToken = default)",createScopedRequest(),RankingsOverlay,0,3,3,2.3,18,3,8
Long Method,osu.Game,osu.Game.Graphics,DrawableDate,updateTimeWithReschedule(),createTableFromResponse(APIRequest request),RankingsOverlay,0,0,3,2.2,1,1,1
Long Method,osu.Game,osu.Game.Graphics,OsuColour,ForRank(ScoreRank rank),LoadComplete(),RankingsOverlay,0,1,2,2,0,0,0
Long Method,osu.Game,osu.Game.Graphics.Backgrounds,Background,"BlurTo(Vector2 newBlurSigma, double duration = 0, Easing easing = Easing.None)",loadNewContent(),RankingsOverlay,0,3,0,0,0,1,3
Long Method,osu.Game,osu.Game.Graphics.Backgrounds,SeasonalBackgroundLoader,LoadNextBackground(),subPanelStateChanged(ValueChangedEvent<Visibility> state),SettingsOverlay,0,0,2,2,0,3,4
Long Method,osu.Game,osu.Game.Graphics.Containers,BeatSyncedContainer,Update(),AddSection(SettingsSection section),SettingsPanel,0,0,3,3,0,3,2
Long Method,osu.Game,osu.Game.Graphics.Containers,LogoTrackingContainer,"StartTracking(OsuLogo logo, double duration = 0, Easing easing = Easing.None)",load(),SettingsPanel,0,3,0,0,0,4,5
Long Method,osu.Game,osu.Game.Graphics.Containers,OsuClickableContainer,load(),userLoadComplete(User user),UserProfileOverlay,0,0,0,0,1,0,2
Long Method,osu.Game,osu.Game.Graphics.Containers,OsuFocusedOverlayContainer,UpdateState(ValueChangedEvent<Visibility> state),"Adjust(GlobalAction action, float amount = 1, bool isPrecise = false)",VolumeOverlay,0,1,2,2,0,4,4
Long Method,osu.Game,osu.Game.Graphics.Containers,SectionsContainer,UpdateAfterChildren(),performRegistration(),ScreenEntry,0,0,2,2,1,9,9
Long Method,osu.Game,osu.Game.Graphics.Containers,UserDimContainer,load(OsuConfigManager config),LoadComplete(),BeatmapListingFilterControl,0,1,2,2,7,0,0
Long Method,osu.Game,osu.Game.Graphics.Cursor,MenuCursor,OnMouseUp(MouseUpEvent e),performRequest(),BeatmapListingFilterControl,0,1,3,2.2,0,4,5
Long Method,osu.Game,osu.Game.Graphics.UserInterface,DownloadButton,updateState(ValueChangedEvent<DownloadState> state),"load(BeatmapManager beatmaps, OsuColour colours, BeatmapSetOverlay beatmapSetOverlay)",BeatmapPanel,0,1,2,2,0,1,1
Long Method,osu.Game,osu.Game.Graphics.UserInterface,LoadingButton,OnClick(ClickEvent e),updateDisplay(),AuthorInfo,0,1,2,2,0,1,2
Long Method,osu.Game,osu.Game.Graphics.UserInterface,Nub,load(OsuColour colours),updateDisplay(),BasicStats,0,1,0,0,0,4,6
Long Method,osu.Game,osu.Game.Graphics.UserInterface,OsuSliderBar,playSample(T value),load(),BeatmapRulesetTabItem,0,1,2,2,0,4,8
Long Method,osu.Game,osu.Game.Graphics.UserInterface,OsuSliderBar,updateTooltipText(T value),"load(OsuColour colours, OverlayColourProvider colourProvider)",ExplicitContentBeatmapPill,0,1,3,2.1666666666666665,1,4,8
Long Method,osu.Game,osu.Game.Graphics.UserInterface,ShowMoreButton,CreateContent(),"load(IAPIProvider api, NotificationOverlay notifications)",FavouriteButton,0,0,2,2,0,5,6
Long Method,osu.Game,osu.Game.Graphics.UserInterfaceV2,DirectorySelector,load(),getScores(),ScoresContainer,0,0,6,6,0,1,1
Long Method,osu.Game,osu.Game.Graphics.UserInterfaceV2,DirectorySelector,load(),"createContent(int index, ScoreInfo score)",ScoreTable,0,0,6,6,0,1,1
Long Method,osu.Game,osu.Game.Graphics.UserInterfaceV2,DirectorySelector,load(),load(),DrawableChannel,0,0,6,6,0,1,1
Long Method,osu.Game,osu.Game.Graphics.UserInterfaceV2,DirectorySelector,load(OsuColour colours),newMessagesArrived(IEnumerable<Message> newMessages),DrawableChannel,0,1,3,2.3333333333333335,0,1,1
Long Method,osu.Game,osu.Game.Graphics.UserInterfaceV2,DirectorySelector,updateDisplay(ValueChangedEvent<DirectoryInfo> dir),updateColour(bool joined),ChannelListItem,0,1,3,2.25,0,1,1
Long Method,osu.Game,osu.Game.Graphics.UserInterfaceV2,DirectorySelector,updateDisplay(ValueChangedEvent<DirectoryInfo> directory),onSuccess(CommentBundle response),CommentsContainer,0,1,2,2,0,1,1
Long Method,osu.Game,osu.Game.Graphics.UserInterfaceV2,FileSelector,GetEntriesForPath(DirectoryInfo path),AppendComments([NotNull] CommentBundle bundle),CommentsPage,0,1,2,2,0,0,1
Long Method,osu.Game,osu.Game.Input,ConfineMouseTracker,updateConfineMode(),load(OverlayColourProvider colourProvider),CommentsPage,0,0,0,0,0,4,4
Long Method,osu.Game,osu.Game.Input,IdleTracker,Handle(UIEvent e),updateDisplay(),VotePill,0,1,2,2,1,1,3
Long Method,osu.Game,osu.Game.IO,MigratableStorage,"AttemptOperation(Action action, int attempts = 10)",getUsersInCurrentGroup(),FriendDisplay,0,2,2,2,0,0,0
Long Method,osu.Game,osu.Game.IO.Legacy,SerializationWriter,Write(byte[] b),"load(OverlayColourProvider colourProvider, IAPIProvider api)",FriendDisplay,0,1,2,2,0,0,0
Long Method,osu.Game,osu.Game.IO.Legacy,SerializationWriter,Write(char[] c),load(),DashboardBeatmapPanel,0,1,2,2,0,0,0
Long Method,osu.Game,osu.Game.IO.Legacy,SerializationWriter,Write(DateTime dt),CreateInfo(),DashboardPopularBeatmapPanel,0,1,2,2,0,0,0
Long Method,osu.Game,osu.Game.IO.Legacy,SerializationWriter,"Write(IDictionary<TKey, TValue> d)",load(GameHost host),FeaturedNewsItemPanel,0,1,0,0,2,0,0
